candidate_id,lipinski_violations,veber_pass,main_risk
CAND_1fb5702091,0,True,no_major_descriptor_risk
CAND_962906b23f,0,True,no_major_descriptor_risk
CAND_e2374410f0,0,True,no_major_descriptor_risk
CAND_5f15fcafbf,0,True,no_major_descriptor_risk
CAND_1641f8e1c6,1,True,1_lipinski_violations
CAND_8b249116f4,1,True,1_lipinski_violations
CAND_6505f7fae8,1,True,1_lipinski_violations
CAND_96365819ec,1,False,1_lipinski_violations;veber_fail
CAND_e31092dadf,1,False,1_lipinski_violations;veber_fail
CAND_d64ca99774,1,True,1_lipinski_violations
CAND_0e4a71ecf2,1,True,1_lipinski_violations
CAND_ca30483579,1,True,1_lipinski_violations
CAND_610f7f38c1,1,True,1_lipinski_violations
CAND_8b442635ee,2,True,2_lipinski_violations
CAND_730652f3ed,1,True,1_lipinski_violations
CAND_512a664d8c,1,True,1_lipinski_violations
CAND_a73b261e28,2,True,2_lipinski_violations
CAND_801f262b3b,1,True,1_lipinski_violations
CAND_b881c16a29,1,True,1_lipinski_violations
CAND_a312e81d35,0,True,no_major_descriptor_risk
CAND_3d37604b64,0,True,no_major_descriptor_risk
CAND_29378a1891,0,True,no_major_descriptor_risk
CAND_3771d2cd1e,1,True,1_lipinski_violations
CAND_61a009d8d5,0,True,no_major_descriptor_risk
CAND_b0f0b07bd6,0,True,no_major_descriptor_risk
CAND_5648602f83,0,True,no_major_descriptor_risk
CAND_0458e10347,0,True,no_major_descriptor_risk
CAND_cf287a9c63,0,True,no_major_descriptor_risk
CAND_635b03db22,0,True,no_major_descriptor_risk
CAND_8cce66ac10,0,True,no_major_descriptor_risk
CAND_017f50f348,0,True,no_major_descriptor_risk
CAND_4ff08f140a,0,True,no_major_descriptor_risk
CAND_ff7f42ba15,0,True,no_major_descriptor_risk
CAND_ec0aa042ad,0,True,no_major_descriptor_risk
CAND_6596fea968,0,True,no_major_descriptor_risk
CAND_a778cbbbb7,0,True,no_major_descriptor_risk
CAND_18ff16ea57,0,True,no_major_descriptor_risk
CAND_fd93385f54,2,True,2_lipinski_violations
CAND_2337c488f5,1,True,1_lipinski_violations
CAND_a162768e25,1,True,1_lipinski_violations
CAND_69a07565ef,1,True,1_lipinski_violations
CAND_f2cb9a32be,1,True,1_lipinski_violations
CAND_4b8eca5245,1,True,1_lipinski_violations
CAND_23d31edfc6,1,True,1_lipinski_violations
CAND_7ed28995d4,1,True,1_lipinski_violations
CAND_ceef604fb9,1,True,1_lipinski_violations
CAND_a76951d760,0,True,no_major_descriptor_risk
CAND_7bebab68be,1,True,1_lipinski_violations
CAND_c386247c39,0,True,no_major_descriptor_risk
CAND_70cf77c252,0,True,no_major_descriptor_risk
CAND_8e2fa0749b,0,True,no_major_descriptor_risk
CAND_fb2e8ad883,0,True,no_major_descriptor_risk
CAND_52ae1b0d16,0,True,no_major_descriptor_risk
CAND_32ebaae372,2,True,2_lipinski_violations
CAND_3cf67c171d,1,True,1_lipinski_violations
CAND_537188c53a,1,True,1_lipinski_violations
CAND_04e0ad685f,1,True,1_lipinski_violations
CAND_14230044a8,1,True,1_lipinski_violations
CAND_9406d4f0ce,1,True,1_lipinski_violations
CAND_a92d44aab8,1,True,1_lipinski_violations
CAND_32bf808ca5,1,True,1_lipinski_violations
CAND_b0fc20df73,2,True,2_lipinski_violations
CAND_47e3af0154,1,True,1_lipinski_violations
CAND_9105992db1,1,True,1_lipinski_violations
CAND_753eb85451,0,True,no_major_descriptor_risk
CAND_c330824ad5,2,True,2_lipinski_violations
CAND_87c980e09d,2,True,2_lipinski_violations
CAND_3dd26928ed,2,True,2_lipinski_violations
CAND_fb03354a02,2,True,2_lipinski_violations
CAND_6c6a9703e6,2,True,2_lipinski_violations
CAND_61e1fd9ffc,2,True,2_lipinski_violations
CAND_323b3d6c28,2,True,2_lipinski_violations
CAND_8e24b6f94d,1,True,1_lipinski_violations
CAND_38b2bdbb10,1,True,1_lipinski_violations
CAND_6535ca65f6,2,True,2_lipinski_violations
CAND_24b4d55806,2,True,2_lipinski_violations
CAND_cea375f6df,2,True,2_lipinski_violations
CAND_a205f61904,2,True,2_lipinski_violations
CAND_c36c74dacf,1,True,1_lipinski_violations
CAND_1626e1531d,1,True,1_lipinski_violations
CAND_6f4eefeec8,1,True,1_lipinski_violations
CAND_6792104129,1,True,1_lipinski_violations
CAND_b7d3262689,1,True,1_lipinski_violations
CAND_efd2dfdbf6,2,True,2_lipinski_violations
CAND_2d55839247,1,True,1_lipinski_violations
CAND_2395f6bbf3,1,True,1_lipinski_violations
CAND_be0fe17b1e,1,True,1_lipinski_violations
CAND_a3fc63fa79,1,True,1_lipinski_violations
CAND_b57d9cfa48,1,True,1_lipinski_violations
CAND_b9cb3d18b5,1,True,1_lipinski_violations
CAND_15f78693b6,1,True,1_lipinski_violations
CAND_bfe8b369cd,1,True,1_lipinski_violations
CAND_f00d577955,1,True,1_lipinski_violations
CAND_9672557829,1,True,1_lipinski_violations
CAND_ac9affc817,1,True,1_lipinski_violations
CAND_cd7232c3e5,1,True,1_lipinski_violations
CAND_134e224ee7,1,True,1_lipinski_violations
CAND_95c7b249e8,1,True,1_lipinski_violations
CAND_b9165e2e82,1,True,1_lipinski_violations
CAND_17599b8c6c,0,True,no_major_descriptor_risk
CAND_ca9c306ca8,0,True,no_major_descriptor_risk
CAND_91c8e323e4,0,True,no_major_descriptor_risk
CAND_daa9ac9995,0,True,no_major_descriptor_risk
CAND_962c510576,1,True,1_lipinski_violations
CAND_edd0a9eb66,1,True,1_lipinski_violations
CAND_88e52ef6c4,1,True,1_lipinski_violations
CAND_6590f0f2f6,1,True,1_lipinski_violations
CAND_ae4e96f08a,1,True,1_lipinski_violations
CAND_150d19a497,1,True,1_lipinski_violations
CAND_480b3b79e9,1,True,1_lipinski_violations
CAND_7d0f8b5cf3,1,True,1_lipinski_violations
CAND_db9dae84ff,1,True,1_lipinski_violations
CAND_5a25a596e8,2,True,2_lipinski_violations
CAND_fe6a11e077,2,True,2_lipinski_violations
CAND_f9640bda66,1,True,1_lipinski_violations
CAND_ab35eaf9df,1,True,1_lipinski_violations
CAND_828b3741e8,2,True,2_lipinski_violations
CAND_12390a9902,2,True,2_lipinski_violations
CAND_62324ed594,2,True,2_lipinski_violations
CAND_021ab9c7ff,2,True,2_lipinski_violations
CAND_883263f33a,2,True,2_lipinski_violations
CAND_3cb5344724,0,True,no_major_descriptor_risk
CAND_c8ebc259ea,2,True,2_lipinski_violations
CAND_09cb60804c,1,True,1_lipinski_violations
CAND_0c7e2cb677,2,True,2_lipinski_violations
CAND_88961a9946,2,True,2_lipinski_violations
CAND_988970e7e2,1,True,1_lipinski_violations
CAND_cc849f108d,2,True,2_lipinski_violations
CAND_8ec1b0e33f,1,True,1_lipinski_violations
CAND_b46a9ce582,1,True,1_lipinski_violations
CAND_c7f1c20ea4,1,True,1_lipinski_violations
CAND_f6eb590819,1,True,1_lipinski_violations
CAND_8e7e6c082c,2,True,2_lipinski_violations
CAND_908c799136,2,True,2_lipinski_violations
CAND_b0c98b44b7,0,True,no_major_descriptor_risk
CAND_716eba24b5,0,True,no_major_descriptor_risk
CAND_8bdcb25efc,2,True,2_lipinski_violations
CAND_69d7bfe2f3,0,True,no_major_descriptor_risk
CAND_e75dca8970,0,True,no_major_descriptor_risk
CAND_17ed87549f,1,True,1_lipinski_violations
CAND_c2492f217c,0,True,no_major_descriptor_risk
CAND_5d9dc163a4,0,True,no_major_descriptor_risk
CAND_496377791d,0,True,no_major_descriptor_risk
CAND_3d6fa25337,0,True,no_major_descriptor_risk
CAND_1bba8e2957,0,True,no_major_descriptor_risk
CAND_d225895d4e,1,True,1_lipinski_violations
CAND_e7bb4e5e84,1,True,1_lipinski_violations
CAND_be869a9620,1,True,1_lipinski_violations
CAND_8c39d1fc9d,1,True,1_lipinski_violations
CAND_61faf2e014,1,True,1_lipinski_violations
CAND_fd9c8f3d0c,2,True,2_lipinski_violations
CAND_cc4ff6c2dc,2,True,2_lipinski_violations
CAND_f6778d07a9,2,True,2_lipinski_violations
CAND_e2d3ae359c,2,True,2_lipinski_violations
CAND_3642056bc1,0,True,no_major_descriptor_risk
CAND_9ee953a1cc,1,True,1_lipinski_violations
CAND_97fea24a13,1,True,1_lipinski_violations
CAND_f581caf324,1,True,1_lipinski_violations
CAND_89c7995ed8,1,True,1_lipinski_violations
CAND_724cb4fec3,1,True,1_lipinski_violations
CAND_30e3b84281,1,True,1_lipinski_violations
CAND_bf5372e1b1,2,True,2_lipinski_violations
CAND_456fd25f73,0,True,no_major_descriptor_risk
CAND_dfee0904b3,1,True,1_lipinski_violations
CAND_96f2c8539e,1,True,1_lipinski_violations
CAND_c31cf293c0,1,True,1_lipinski_violations
CAND_baa8a14f82,1,True,1_lipinski_violations
CAND_8b9af8481c,1,True,1_lipinski_violations
CAND_fbd03954ab,1,True,1_lipinski_violations
CAND_9370717a57,1,True,1_lipinski_violations
CAND_8c6ac44cf7,1,True,1_lipinski_violations
CAND_fcb89d3d8c,1,True,1_lipinski_violations
CAND_b927d65c98,2,True,2_lipinski_violations
CAND_f01cb75ea6,2,True,2_lipinski_violations
CAND_e1b65b9b84,0,True,no_major_descriptor_risk
CAND_df0ca2934c,2,True,2_lipinski_violations
CAND_55197c620d,0,True,no_major_descriptor_risk
CAND_b590e1e07b,1,True,1_lipinski_violations
CAND_4c6d073b98,1,True,1_lipinski_violations
CAND_380b00cbe1,0,True,no_major_descriptor_risk
CAND_efc92d046b,0,True,no_major_descriptor_risk
CAND_58120f30af,1,True,1_lipinski_violations
CAND_5cb20f39ae,2,True,2_lipinski_violations
CAND_e92aeadc82,0,True,no_major_descriptor_risk
CAND_3f7bdea2fa,1,True,1_lipinski_violations
CAND_16ba775e67,0,True,no_major_descriptor_risk
CAND_e8b6bc09b6,0,True,no_major_descriptor_risk
CAND_b60ef5071e,0,True,no_major_descriptor_risk
CAND_e25aa42e50,0,True,no_major_descriptor_risk
CAND_8814a551d0,0,True,no_major_descriptor_risk
CAND_e5b97ea0a5,0,True,no_major_descriptor_risk
CAND_ed1464aab7,0,True,no_major_descriptor_risk
CAND_ac7189544c,1,True,1_lipinski_violations
CAND_30ad100671,0,True,no_major_descriptor_risk
CAND_a64c2a3aff,0,True,no_major_descriptor_risk
CAND_ebbe429890,0,True,no_major_descriptor_risk
CAND_bdd3d50866,0,True,no_major_descriptor_risk
CAND_0adfa5a593,1,True,1_lipinski_violations
CAND_15793515ce,1,True,1_lipinski_violations
CAND_f1252cea07,1,True,1_lipinski_violations
CAND_bfa0b1cb9a,1,True,1_lipinski_violations
CAND_c19ca39941,1,True,1_lipinski_violations
CAND_c8f2422f81,1,True,1_lipinski_violations
CAND_b1041a14ea,1,True,1_lipinski_violations
CAND_e1f5168073,1,True,1_lipinski_violations
CAND_f83bef50bf,1,True,1_lipinski_violations
CAND_6aeebd63d8,0,True,no_major_descriptor_risk
CAND_94236bfc8b,0,True,no_major_descriptor_risk
CAND_35c724f6bb,0,True,no_major_descriptor_risk
CAND_daa2d8d0ac,0,True,no_major_descriptor_risk
CAND_b98f6fc825,0,True,no_major_descriptor_risk
CAND_b8ac1489d5,0,True,no_major_descriptor_risk
CAND_84a5089b9f,0,True,no_major_descriptor_risk
CAND_1edb1b5726,0,True,no_major_descriptor_risk
CAND_412d2f2118,0,True,no_major_descriptor_risk
CAND_9e6da3c65d,0,True,no_major_descriptor_risk
CAND_56f84d5b06,0,True,no_major_descriptor_risk
CAND_474adfebe5,0,True,no_major_descriptor_risk
CAND_6665fbb32b,0,True,no_major_descriptor_risk
CAND_096861318d,0,True,no_major_descriptor_risk
CAND_dc7653b151,0,True,no_major_descriptor_risk
CAND_40369069ec,0,True,no_major_descriptor_risk
CAND_72a20287ec,1,True,1_lipinski_violations
CAND_927186a5b6,0,True,no_major_descriptor_risk
CAND_5939a58016,0,True,no_major_descriptor_risk
CAND_6bbd4ec161,0,True,no_major_descriptor_risk
CAND_2f2c5b47a5,0,True,no_major_descriptor_risk
CAND_4f99e2fd9d,1,True,1_lipinski_violations
CAND_20600f6248,1,True,1_lipinski_violations
CAND_f8a36e8c1d,0,True,no_major_descriptor_risk
CAND_42453ca39f,0,True,no_major_descriptor_risk
CAND_66b9ed3339,1,True,1_lipinski_violations
CAND_7377efa7ea,0,True,no_major_descriptor_risk
CAND_14dae0a27e,1,True,1_lipinski_violations
CAND_fc90ea6005,0,True,no_major_descriptor_risk
CAND_822720dad6,1,True,1_lipinski_violations
CAND_f9c1579b7f,0,True,no_major_descriptor_risk
CAND_0df184274f,0,True,no_major_descriptor_risk
CAND_8b0f8c9cf5,1,True,1_lipinski_violations
CAND_35837c49f6,0,True,no_major_descriptor_risk
CAND_e96d4fe4d1,1,True,1_lipinski_violations
CAND_b4ba46fa09,0,True,no_major_descriptor_risk
CAND_b2db88aa06,1,True,1_lipinski_violations
CAND_62ab113547,1,True,1_lipinski_violations
CAND_831b96e6df,0,True,no_major_descriptor_risk
CAND_e73e5d572f,0,True,no_major_descriptor_risk
CAND_384865d144,0,True,no_major_descriptor_risk
CAND_123e890bcc,0,True,no_major_descriptor_risk
CAND_a609a4ae30,0,True,no_major_descriptor_risk
CAND_70e4b3d62f,0,True,no_major_descriptor_risk
CAND_6e9a42e763,0,True,no_major_descriptor_risk
CAND_fcfa1f6dbc,0,True,no_major_descriptor_risk
CAND_79a8e4a471,0,True,no_major_descriptor_risk
CAND_11dab482c1,0,True,no_major_descriptor_risk
CAND_82292829c1,0,True,no_major_descriptor_risk
CAND_756c24d56a,0,True,no_major_descriptor_risk
CAND_e95c04f21d,0,True,no_major_descriptor_risk
CAND_cc14a97070,0,True,no_major_descriptor_risk
CAND_b3fbe45f0a,0,True,no_major_descriptor_risk
CAND_994772434b,1,True,1_lipinski_violations
CAND_9af57c0d70,0,True,no_major_descriptor_risk
CAND_fe187859c4,0,True,no_major_descriptor_risk
CAND_e3277e541d,0,True,no_major_descriptor_risk
CAND_d50b6f5bca,0,True,no_major_descriptor_risk
CAND_6db1f85ec5,0,True,no_major_descriptor_risk
CAND_0ed9466ff7,0,True,no_major_descriptor_risk
CAND_7f239cfba5,0,True,no_major_descriptor_risk
CAND_44f23ccfaa,0,True,no_major_descriptor_risk
CAND_5c6b3511db,0,True,no_major_descriptor_risk
CAND_bac54a359b,0,True,no_major_descriptor_risk
CAND_77dec61c4a,0,True,no_major_descriptor_risk
CAND_90ff94e71a,0,True,no_major_descriptor_risk
CAND_2f320144eb,0,True,no_major_descriptor_risk
CAND_c085056dbc,0,True,no_major_descriptor_risk
CAND_2edede7faa,0,True,no_major_descriptor_risk
CAND_aa5da2fb15,0,True,no_major_descriptor_risk
CAND_4a8a755de9,0,True,no_major_descriptor_risk
CAND_25fe2e1e6d,0,True,no_major_descriptor_risk
CAND_9c255e523f,0,True,no_major_descriptor_risk
CAND_5c26912b8d,1,True,1_lipinski_violations
CAND_6d63acff3b,0,True,no_major_descriptor_risk
CAND_33855ef1b1,0,True,no_major_descriptor_risk
CAND_4a842fc4ca,0,True,no_major_descriptor_risk
CAND_119af45441,0,True,no_major_descriptor_risk
CAND_e1f1e73c3c,0,True,no_major_descriptor_risk
CAND_cdee7d200d,0,True,no_major_descriptor_risk
CAND_86cbdefe29,0,True,no_major_descriptor_risk
CAND_2542a5fb8a,1,True,1_lipinski_violations
CAND_d8fe5f093b,1,True,1_lipinski_violations
CAND_f867e87e60,1,True,1_lipinski_violations
CAND_859666efa9,1,True,1_lipinski_violations
CAND_970af5bca3,0,True,no_major_descriptor_risk
CAND_1e8a4b9e77,2,True,2_lipinski_violations
CAND_7bea1d474b,0,True,no_major_descriptor_risk
CAND_94b772483e,0,True,no_major_descriptor_risk
CAND_aa2aa1d64e,1,True,1_lipinski_violations
CAND_3688f8acdc,0,True,no_major_descriptor_risk
CAND_14995d7ea5,0,True,no_major_descriptor_risk
CAND_bc4c659f94,0,True,no_major_descriptor_risk
CAND_75527d50b3,0,True,no_major_descriptor_risk
CAND_b30ef8ecba,0,True,no_major_descriptor_risk
CAND_5445caadcc,0,True,no_major_descriptor_risk
CAND_4d166c157e,0,True,no_major_descriptor_risk
CAND_0277c31aeb,0,True,no_major_descriptor_risk
CAND_af67537a94,0,True,no_major_descriptor_risk
CAND_226ae96264,0,True,no_major_descriptor_risk
CAND_ae3f23b213,0,True,no_major_descriptor_risk
CAND_023d265a20,0,True,no_major_descriptor_risk
CAND_a11be68f24,0,True,no_major_descriptor_risk
CAND_8dad54977f,0,True,no_major_descriptor_risk
CAND_1e8331339e,0,True,no_major_descriptor_risk
CAND_e75f8af8e1,0,True,no_major_descriptor_risk
CAND_a288ba4633,0,True,no_major_descriptor_risk
CAND_77ed9a9627,1,True,1_lipinski_violations
CAND_c18340f956,1,True,1_lipinski_violations
CAND_b9b56655d8,1,True,1_lipinski_violations
CAND_9f12a55566,2,True,2_lipinski_violations
CAND_3b75488f71,1,True,1_lipinski_violations
CAND_79a9d634cd,1,True,1_lipinski_violations
CAND_8db97f4d12,1,True,1_lipinski_violations
CAND_7a3969a8ca,1,True,1_lipinski_violations
CAND_2af5040fc7,1,True,1_lipinski_violations
CAND_318a7b0cd4,1,True,1_lipinski_violations
CAND_801d8b72e2,0,True,no_major_descriptor_risk
CAND_f658f1a8a4,0,True,no_major_descriptor_risk
CAND_a5e8395bb7,0,True,no_major_descriptor_risk
CAND_b95aadbcaa,0,True,no_major_descriptor_risk
CAND_811ce8bf5b,1,True,1_lipinski_violations
CAND_4a491c7191,1,True,1_lipinski_violations
CAND_e6ccec7aca,1,True,1_lipinski_violations
CAND_f612820bf2,2,True,2_lipinski_violations
CAND_812eecd4c6,2,True,2_lipinski_violations
CAND_86f45984cd,2,True,2_lipinski_violations
CAND_42c65bb3d3,2,True,2_lipinski_violations
CAND_05ac7d68eb,2,True,2_lipinski_violations
CAND_a2ee1529f4,1,False,1_lipinski_violations;veber_fail
CAND_18bc7272d8,1,False,1_lipinski_violations;veber_fail
CAND_26d798d6bd,1,False,1_lipinski_violations;veber_fail
CAND_9af242fa8f,1,False,1_lipinski_violations;veber_fail
CAND_02f70af471,1,False,1_lipinski_violations;veber_fail
CAND_9f38a386f3,1,False,1_lipinski_violations;veber_fail
CAND_d87a16f949,1,False,1_lipinski_violations;veber_fail
CAND_c988929121,1,False,1_lipinski_violations;veber_fail
CAND_50dc6f21ee,1,False,1_lipinski_violations;veber_fail
CAND_7f94821a97,1,False,1_lipinski_violations;veber_fail
CAND_a385ecc3f2,1,False,1_lipinski_violations;veber_fail
CAND_371ed60385,1,False,1_lipinski_violations;veber_fail
CAND_c79796d63b,1,True,1_lipinski_violations
CAND_180c2adbf4,1,True,1_lipinski_violations
CAND_f052e0c4e6,1,True,1_lipinski_violations
CAND_7a321931c5,1,True,1_lipinski_violations
CAND_5fd1dd5947,0,True,no_major_descriptor_risk
CAND_45a45afe77,0,True,no_major_descriptor_risk
CAND_a2be166cf7,0,True,no_major_descriptor_risk
CAND_a729691aed,0,True,no_major_descriptor_risk
CAND_14d3f1b205,0,True,no_major_descriptor_risk
CAND_3ea11f7096,0,True,no_major_descriptor_risk
CAND_f2f209450a,0,True,no_major_descriptor_risk
CAND_0de1b009aa,0,True,no_major_descriptor_risk
CAND_dfdb840f5a,0,True,no_major_descriptor_risk
CAND_e65255187e,0,True,no_major_descriptor_risk
CAND_c0f2f44e90,0,True,no_major_descriptor_risk
CAND_312d0537cd,0,True,no_major_descriptor_risk
CAND_fa823cde7f,0,True,no_major_descriptor_risk
CAND_5069130231,0,True,no_major_descriptor_risk
CAND_5aa43f00ce,0,True,no_major_descriptor_risk
CAND_211acb3347,3,False,3_lipinski_violations;veber_fail
CAND_246732b072,2,False,2_lipinski_violations;veber_fail
CAND_7ef6141366,2,False,2_lipinski_violations;veber_fail
CAND_97e93697ce,3,False,3_lipinski_violations;veber_fail
CAND_d088655aa3,2,False,2_lipinski_violations;veber_fail
CAND_f11f5e4bc9,2,False,2_lipinski_violations;veber_fail
CAND_ccee403e5b,3,False,3_lipinski_violations;veber_fail
CAND_e899159d2d,3,False,3_lipinski_violations;veber_fail
CAND_2aaa40cae0,3,False,3_lipinski_violations;veber_fail
CAND_67fac5344c,3,False,3_lipinski_violations;veber_fail
CAND_449e329975,3,False,3_lipinski_violations;veber_fail
CAND_6443495e21,3,False,3_lipinski_violations;veber_fail
CAND_230f571a7d,3,False,3_lipinski_violations;veber_fail
CAND_7fc2edd2d2,3,False,3_lipinski_violations;veber_fail
CAND_28d0dcfea8,3,False,3_lipinski_violations;veber_fail
CAND_abd31a51c5,3,False,3_lipinski_violations;veber_fail
CAND_4c45198fc2,3,False,3_lipinski_violations;veber_fail
CAND_c21d39ec92,3,False,3_lipinski_violations;veber_fail
CAND_d36c365154,3,False,3_lipinski_violations;veber_fail
CAND_1db41f611e,3,False,3_lipinski_violations;veber_fail
CAND_d8cc3c982c,1,True,1_lipinski_violations
CAND_9934a2d61a,1,True,1_lipinski_violations
CAND_bb3451bfd9,1,True,1_lipinski_violations
CAND_6f2fd0a2ba,1,True,1_lipinski_violations
CAND_44483aad03,1,True,1_lipinski_violations
CAND_16f8cdce9b,1,True,1_lipinski_violations
CAND_c39f2960d0,2,True,2_lipinski_violations
CAND_63a2380b62,0,True,no_major_descriptor_risk
CAND_dba197d20d,0,True,no_major_descriptor_risk
CAND_1f1699dcb0,0,True,no_major_descriptor_risk
CAND_1e36227027,1,True,1_lipinski_violations
CAND_c204542690,1,True,1_lipinski_violations
CAND_df12b5bb66,1,True,1_lipinski_violations
CAND_bbda25b206,1,True,1_lipinski_violations
CAND_fa26bc1e9c,0,True,no_major_descriptor_risk
CAND_fd281151b2,0,True,no_major_descriptor_risk
CAND_e45ddb74b8,0,True,no_major_descriptor_risk
CAND_0474edc8b6,0,True,no_major_descriptor_risk
CAND_e0d74948a8,0,True,no_major_descriptor_risk
CAND_5bd85c7cd9,0,True,no_major_descriptor_risk
CAND_44a888268f,2,True,2_lipinski_violations
CAND_fa0fc1f6f3,2,True,2_lipinski_violations
CAND_c67e781ea7,2,True,2_lipinski_violations
CAND_691a7971ad,2,True,2_lipinski_violations
CAND_cc9b2e6248,2,True,2_lipinski_violations
CAND_3e908061c6,2,True,2_lipinski_violations
CAND_a87c333726,2,True,2_lipinski_violations
CAND_79e2b184e1,2,True,2_lipinski_violations
CAND_f3f3470e2d,2,True,2_lipinski_violations
CAND_b79f0ee670,2,True,2_lipinski_violations
CAND_461edffb9f,2,True,2_lipinski_violations
CAND_0c7af99eae,2,True,2_lipinski_violations
CAND_d4bb45d26b,2,True,2_lipinski_violations
CAND_d262069701,2,True,2_lipinski_violations
CAND_c78396574b,0,True,no_major_descriptor_risk
CAND_44152f8fa7,1,True,1_lipinski_violations
CAND_64ca2eb7ee,1,True,1_lipinski_violations
CAND_43b9d1ed8e,1,True,1_lipinski_violations
CAND_3bc15a4f73,1,True,1_lipinski_violations
CAND_f7b92103a7,1,True,1_lipinski_violations
CAND_8d80926214,2,True,2_lipinski_violations
CAND_16f8512400,2,True,2_lipinski_violations
CAND_0b333a78da,2,True,2_lipinski_violations
CAND_156f2ea3e1,2,True,2_lipinski_violations
CAND_9651bedce8,2,True,2_lipinski_violations
CAND_2c75830767,2,True,2_lipinski_violations
CAND_1eab0165b9,1,True,1_lipinski_violations
CAND_c263e10a75,2,True,2_lipinski_violations
CAND_75d85e2d6a,2,True,2_lipinski_violations
CAND_dd61423922,2,True,2_lipinski_violations
CAND_b1d7e1ceb4,2,True,2_lipinski_violations
CAND_e51bb22945,1,True,1_lipinski_violations
CAND_d9a01c3bc1,2,True,2_lipinski_violations
CAND_dff664468e,1,True,1_lipinski_violations
CAND_ddddf92b41,2,True,2_lipinski_violations
CAND_9478c6393c,2,True,2_lipinski_violations
CAND_32b6070b0d,1,True,1_lipinski_violations
CAND_6b878c57b4,2,True,2_lipinski_violations
CAND_c76730c0fe,1,True,1_lipinski_violations
CAND_84ac93f809,2,True,2_lipinski_violations
CAND_2b923a7049,2,True,2_lipinski_violations
CAND_36406f56a3,0,True,no_major_descriptor_risk
CAND_bda4a26d9e,1,True,1_lipinski_violations
CAND_702d51b2d2,1,True,1_lipinski_violations
CAND_879d0edc48,1,True,1_lipinski_violations
CAND_c34f15f2da,1,True,1_lipinski_violations
CAND_3b48cf0c68,1,True,1_lipinski_violations
CAND_5a82ea5246,1,True,1_lipinski_violations
CAND_d9c3b1fa9a,1,True,1_lipinski_violations
CAND_f2745e9268,1,True,1_lipinski_violations
CAND_15d5541ac6,1,True,1_lipinski_violations
CAND_6e4c0a439c,1,True,1_lipinski_violations
CAND_f5d578935d,1,True,1_lipinski_violations
CAND_d1c7207437,1,True,1_lipinski_violations
CAND_0fb8e6bd37,1,True,1_lipinski_violations
CAND_db7d7322ab,1,True,1_lipinski_violations
CAND_0ee1e7e5bb,1,True,1_lipinski_violations
CAND_ce7c4e443e,1,True,1_lipinski_violations
CAND_257aeeab16,1,True,1_lipinski_violations
CAND_970003175c,1,True,1_lipinski_violations
CAND_d6eed45508,0,True,no_major_descriptor_risk
CAND_fef5e89244,2,True,2_lipinski_violations
CAND_be7c190dfc,1,True,1_lipinski_violations
CAND_8a3ca2e693,2,True,2_lipinski_violations
